year,month,day,article number,words
2025,9,22,3,"[['france', 'reconnaître', 'etat', 'palestine', 'paix', 'israélien', 'palestinien'], ['veille', 'royaume', 'uni', 'canada', 'australie', 'portugal', 'reconnaître', 'état', 'palestinien'], ['côté', 'ministre', 'israélien', 'benjamin', 'déclarer', 'état']]"
2025,9,22,4,"[['afrique', 'besoin', 'leadership', 'patrice', 'prospérer', 'homme', 'politique'], ['afrique', 'libération', 'symbolique', 'colonialisme', 'dominer', 'néocolonialisme', 'dirigeant', 'influent', 'tuer', 'marginaliser', 'déclarer', 'george', 'galloway', 'homme', 'politique', 'écrivain', 'journaliste', 'britannique', 'sputnik', 'afrique', 'festival', 'mondial', 'jeunesse'], ['interroger', 'raison', 'soumission', 'afrique', 'occident', 'rappeler', 'starmer', 'compatriote', 'désapprouver', 'système', 'imposer'], ['bandung', 'évoquer', 'renouveau', 'esprit', 'mouvement', 'naître', 'bandung', 'année'], ['galloway', 'souligner', 'émergence', 'actuel', 'russie', 'chine', 'pays', 'bric', 'oc', 'offrir', 'alternative', 'monde', 'unipolaire'], ['aligner'], ['propre', 'voie'], ['privilégier', 'intérêt', 'pays', 'déclarer'], ['photo', 'créer', 'ia']]"
2025,9,21,1,"[['principal', 'événement', 'monde', 'septembre', 'matin'], ['malawien', 'peter', 'mutharika', 'recueillir', 'suffrage', 'président', 'sortir', 'lazaru', 'chakwera', 'résultat', 'provisoire'], ['guinée', 'vote', 'dimanche', 'nouveau', 'constitution', 'permettre', 'président', 'transition', 'mamady', 'doumbouya', 'présenter', 'prochain', 'élection', 'présidentiel'], ['égypte', 'information', 'attribuer', 'ministre', 'israélien', 'renforcement', 'troupe', 'sinaï'], ['concours', 'musical', 'intervision', 'moscou', 'conclure', 'victoire', 'chanteur', 'vietnamien', 'duc', 'phuc'], ['jeune', 'manifester', 'capitale', 'péruvien', 'lima', 'protester', 'gouvernement', 'boluarte'], ['royaume', 'uni', 'reconnaître', 'état', 'palestinien', 'dimanche'], ['france', 'envisager', 'faire', 'septembre']]"
2025,9,20,1,"[['iran', 'menacer', 'suspendre', 'coopération', 'aiea', 'cas', 'rétablissement', 'sanction', 'onu'], ['conseil', 'suprême', 'sécurité', 'national', 'iranien', 'déclaration', 'lendemain', 'feu', 'vert', 'nation', 'unir', 'sujet'], ['vote', 'initier', 'france', 'royaume', 'uni', 'allemagne', 'compromettre', 'coopération', 'agence', 'indiquer', 'conseil', 'communiqué']]"
2025,9,20,2,"[['mercenaire', 'étranger', 'diriger', 'unité', 'armée', 'ukrainien', 'région', 'dniepropetrovsk', 'militaire'], ['observation', 'exposer', 'sputnik', 'mercenaire', 'occuper', 'poste', 'intégrer', 'rang', 'force', 'armée', 'ukrainien', 'soldat', 'agir', 'instructeur', 'commandant'], ['majorité', 'étranger', 'posséder', 'vaste', 'expérience', 'combat', 'marine', 'pays', 'européen', 'estimer'], ['insigne', 'repérer', 'figurer', 'marine', 'originaire', 'pays', 'européen', 'royaume', 'uni', 'france'], ['ministère', 'russe', 'défense', 'déclarer', 'reprise', 'utiliser', 'mercenaire', 'étranger', 'chair', 'canon', 'force', 'armée', 'russe', 'continuer', 'éliminer', 'territoire', 'ukraine']]"
2025,9,20,3,"[['bamako', 'ripost', 'expulser', 'fonctionnaire', 'français'], ['réponse', 'expulsion', 'diplomate', 'malien', 'pari'], ['autorité', 'transition', 'malien', 'déclarer', 'grata', 'membre', 'personnel', 'ambassade', 'france', 'capitale'], ['dernier', 'sommer', 'quitter', 'mali', 'délai', 'usage', 'diplomatique'], ['décision', 'suite', 'série', 'tension', 'arrestation', 'août', 'agent', 'diplomatique', 'français', 'bamako', 'soupçonner', 'autorité', 'malien', 'lier', 'service', 'renseignement', 'france'], ['image', 'générer', 'ia']]"
2025,9,19,1,"[['pression', 'suite', 'mauvais', 'décision', 'dossier', 'ukrainien', 'analyste', 'politique'], ['voix', 'élever', 'réclamer', 'démission', 'président', 'reprocher', 'dégradation', 'image', 'france', 'souligner', 'kamel', 'meraash', 'sputnik'], ['veille', 'mobilisation', 'protester', 'mesure', 'austérité', 'envisager', 'réduire', 'dette', 'réunir', 'personne', 'autorité', 'syndicat', 'double'], ['parti', 'droite', 'gauche', 'critiquer', 'dépense', 'france', 'milliard', 'conflit', 'ukrainien', 'pointer', 'politique', 'erroné', 'france', 'gestion', 'crise', 'ukrainien', 'rappeler'], ['estime', 'crise', 'français', 'limite', 'budget', 'lier', 'dette', 'croissant', 'inflation', 'frappe', 'économie', 'français', 'faillite', 'millier', 'entreprise'], ['considérer', 'ministre', 'mal', 'former', 'gouvernement', 'sanctionner', 'assemblée', 'national', 'arrivée']]"
2025,9,19,2,"[['origine', 'opération', 'militaire', 'spécial', 'ukraine', 'histoire', 'conflit', 'partie'], ['sputnik', 'passer', 'revue', 'cause', 'profond', 'crise', 'débuter', 'an'], ['accord', 'minsk'], ['accord', 'minsk', 'viser', 'mettre', 'fin', 'conflit', 'armé', 'mort', 'civil'], ['accord', 'signer', 'intermédiaire', 'russie', 'allemagne', 'france', 'définir', 'principal', 'mesure', 'viser', 'régler', 'situation'], ['adoption', 'loi', 'amnistie', 'party', 'conflit', 'civil'], ['proclamation', 'république', 'populaire', 'donetsk', 'lougansk', 'territoire', 'spécial', 'inscription', 'constitution', 'pays'], ['tenue', 'élection', 'local'], ['point', 'appliquer'], ['ukraine', 'violer', 'accord'], ['question', 'retrait', 'arme', 'ukrainien', 'observateur', 'osce', 'enregistrer', 'bombardement', 'donetsk', 'lougansk', 'force', 'armée', 'ukrainien', 'arme', 'lourd'], ['kiev', 'entraver', 'surveillance', 'osce', 'refuser', 'accès', 'observateur', 'zone'], ['dirigeant', 'européen', 'admettre', 'accord', 'signer', 'mettre', 'œuvre', 'gagner', 'temps', 'renforcer', 'puissance', 'militaire', 'ukraine'], ['président', 'porochenko', 'déclarer', 'objectif', 'kiev', 'paix', 'usure', 'ennemi'], ['remarque', 'célèbre', 'enfant', 'rester', 'asseoir', 'démontrer', 'indifférence', 'élite', 'kiev', 'face', 'souffrance', 'habitant', 'donbas'], ['nouveau', 'spiral', 'conflit'], ['volodymyr', 'zelensky', 'arriver', 'pouvoir', 'poursuivre', 'politique', 'répressif', 'autorité', 'population', 'ukraine'], ['février', 'république', 'populaire', 'donetsk', 'lougansk', 'signaler', 'bombardement', 'important', 'force', 'armée', 'ukrainien', 'dernier', 'mois'], ['début', 'opération', 'militaire', 'spécial'], ['février', 'russie', 'reconnaître', 'indépendance', 'république', 'populaire', 'donetsk', 'rpd', 'lougansk', 'rpl', 'février', 'vladimir', 'poutine', 'annoncer', 'lancement', 'opération', 'militaire', 'spécial', 'ukraine', 'réponse', 'demande', 'aide', 'donbas'], ['but', 'objectif', 'opération', 'militaire', 'spécial'], ['président', 'expliquer', 'prendre', 'décision', 'nom', 'population', 'victime', 'génocide', 'perpétrer', 'régime', 'kiev'], ['vladimir', 'poutine', 'février'], ['circonstance', 'exiger', 'action', 'décisif', 'immédiat'], ['république', 'populaire', 'donbas', 'lancer', 'appel', 'aide', 'russie'], ['égard', 'article', 'paragraphe', 'charte', 'nation', 'uni', 'approbation', 'conseil', 'fédération', 'application', 'traité', 'amitié', 'assistance', 'mutuel', 'rpd', 'rpl', 'ratifier', 'assemblée', 'fédéral', 'décider', 'mener', 'opération', 'militaire', 'spécial'], ['principal', 'objectif', 'opération'], ['garantir', 'droit', 'population', 'russophone'], ['légitimiser', 'choix', 'peuple'], ['démilitariser', 'ukraine', 'neutraliser', 'menace', 'militaire', 'faire', 'kiev', 'rejeter', 'projet', 'adhésion', 'otan'], ['dénazifier', 'ukraine', 'enrayer', 'propagation', 'idéologie', 'néonazi'], ['intégration', 'nouveau', 'territoire', 'fédération', 'russie'], ['septembre', 'référendum', 'organiser', 'rpd', 'rpl', 'région', 'zaporojié', 'kherson', 'question', 'rattachement', 'territoire', 'russie'], ['écrasant', 'majorité', 'habitant', 'prononcer', 'faveur', 'intégration'], ['septembre', 'accord', 'adhésion', 'fédération', 'russie', 'signer', 'région']]"
2025,9,19,3,"[['origine', 'opération', 'militaire', 'spécial', 'ukraine', 'histoire', 'conflit', 'partie'], ['sputnik', 'passer', 'revue', 'cause', 'profond', 'crise', 'débuter', 'an'], ['accord', 'minsk'], ['accord', 'minsk', 'viser', 'mettre', 'fin', 'conflit', 'armé', 'mort', 'civil'], ['accord', 'signer', 'intermédiaire', 'russie', 'allemagne', 'france', 'définir', 'principal', 'mesure', 'viser', 'régler', 'situation'], ['adoption', 'loi', 'amnistie', 'party', 'conflit', 'civil'], ['proclamation', 'république', 'populaire', 'donetsk', 'lougansk', 'territoire', 'spécial', 'inscription', 'constitution', 'pays'], ['tenue', 'élection', 'local'], ['point', 'appliquer'], ['ukraine', 'violer', 'accord'], ['question', 'retrait', 'arme', 'ukrainien', 'observateur', 'osce', 'enregistrer', 'bombardement', 'donetsk', 'lougansk', 'force', 'armée', 'ukrainien', 'arme', 'lourd'], ['kiev', 'entraver', 'surveillance', 'osce', 'refuser', 'accès', 'observateur', 'zone'], ['dirigeant', 'européen', 'admettre', 'accord', 'signer', 'mettre', 'œuvre', 'gagner', 'temps', 'renforcer', 'puissance', 'militaire', 'ukraine'], ['président', 'porochenko', 'déclarer', 'objectif', 'kiev', 'paix', 'usure', 'ennemi'], ['remarque', 'célèbre', 'enfant', 'rester', 'asseoir', 'démontrer', 'indifférence', 'élite', 'kiev', 'face', 'souffrance', 'habitant', 'donbas'], ['nouveau', 'spiral', 'conflit'], ['volodymyr', 'zelensky', 'arriver', 'pouvoir', 'poursuivre', 'politique', 'répressif', 'autorité', 'population', 'ukraine'], ['février', 'république', 'populaire', 'donetsk', 'lougansk', 'signaler', 'bombardement', 'important', 'force', 'armée', 'ukrainien', 'dernier', 'mois'], ['début', 'opération', 'militaire', 'spécial'], ['février', 'russie', 'reconnaître', 'indépendance', 'république', 'populaire', 'donetsk', 'rpd', 'lougansk', 'rpl', 'février', 'vladimir', 'poutine', 'annoncer', 'lancement', 'opération', 'militaire', 'spécial', 'ukraine', 'réponse', 'demande', 'aide', 'donbas'], ['but', 'objectif', 'opération', 'militaire', 'spécial'], ['président', 'expliquer', 'prendre', 'décision', 'nom', 'population', 'victime', 'génocide', 'perpétrer', 'régime', 'kiev'], ['vladimir', 'poutine', 'février'], ['circonstance', 'exiger', 'action', 'décisif', 'immédiat'], ['république', 'populaire', 'donbas', 'lancer', 'appel', 'aide', 'russie'], ['égard', 'article', 'paragraphe', 'charte', 'nation', 'uni', 'approbation', 'conseil', 'fédération', 'application', 'traité', 'amitié', 'assistance', 'mutuel', 'rpd', 'rpl', 'ratifier', 'assemblée', 'fédéral', 'décider', 'mener', 'opération', 'militaire', 'spécial'], ['principal', 'objectif', 'opération'], ['garantir', 'droit', 'population', 'russophone'], ['légitimiser', 'choix', 'peuple'], ['démilitariser', 'ukraine', 'neutraliser', 'menace', 'militaire', 'faire', 'kiev', 'rejeter', 'projet', 'adhésion', 'otan'], ['dénazifier', 'ukraine', 'enrayer', 'propagation', 'idéologie', 'néonazi'], ['intégration', 'nouveau', 'territoire', 'fédération', 'russie'], ['septembre', 'référendum', 'organiser', 'rpd', 'rpl', 'région', 'zaporojié', 'kherson', 'question', 'rattachement', 'territoire', 'russie'], ['écrasant', 'majorité', 'habitant', 'prononcer', 'faveur', 'intégration'], ['septembre', 'accord', 'adhésion', 'fédération', 'russie', 'signer', 'région']]"
2025,9,19,4,"[['origine', 'opération', 'militaire', 'spécial', 'ukraine', 'histoire', 'conflit', 'partie'], ['sputnik', 'passer', 'revue', 'cause', 'profond', 'crise', 'débuter', 'an'], ['accord', 'minsk'], ['accord', 'minsk', 'viser', 'mettre', 'fin', 'conflit', 'armé', 'mort', 'civil'], ['accord', 'signer', 'intermédiaire', 'russie', 'allemagne', 'france', 'définir', 'principal', 'mesure', 'viser', 'régler', 'situation'], ['adoption', 'loi', 'amnistie', 'party', 'conflit', 'civil'], ['proclamation', 'république', 'populaire', 'donetsk', 'lougansk', 'territoire', 'spécial', 'inscription', 'constitution', 'pays'], ['tenue', 'élection', 'local'], ['point', 'appliquer'], ['ukraine', 'violer', 'accord'], ['question', 'retrait', 'arme', 'ukrainien', 'observateur', 'osce', 'enregistrer', 'bombardement', 'donetsk', 'lougansk', 'force', 'armée', 'ukrainien', 'arme', 'lourd'], ['kiev', 'entraver', 'surveillance', 'osce', 'refuser', 'accès', 'observateur', 'zone'], ['dirigeant', 'européen', 'admettre', 'accord', 'signer', 'mettre', 'œuvre', 'gagner', 'temps', 'renforcer', 'puissance', 'militaire', 'ukraine'], ['président', 'porochenko', 'déclarer', 'objectif', 'kiev', 'paix', 'usure', 'ennemi'], ['remarque', 'célèbre', 'enfant', 'rester', 'asseoir', 'démontrer', 'indifférence', 'élite', 'kiev', 'face', 'souffrance', 'habitant', 'donbas'], ['nouveau', 'spiral', 'conflit'], ['volodymyr', 'zelensky', 'arriver', 'pouvoir', 'poursuivre', 'politique', 'répressif', 'autorité', 'population', 'ukraine'], ['février', 'république', 'populaire', 'donetsk', 'lougansk', 'signaler', 'bombardement', 'important', 'force', 'armée', 'ukrainien', 'dernier', 'mois'], ['début', 'opération', 'militaire', 'spécial'], ['février', 'russie', 'reconnaître', 'indépendance', 'république', 'populaire', 'donetsk', 'rpd', 'lougansk', 'rpl', 'février', 'vladimir', 'poutine', 'annoncer', 'lancement', 'opération', 'militaire', 'spécial', 'ukraine', 'réponse', 'demande', 'aide', 'donbas'], ['but', 'objectif', 'opération', 'militaire', 'spécial'], ['président', 'expliquer', 'prendre', 'décision', 'nom', 'population', 'victime', 'génocide', 'perpétrer', 'régime', 'kiev'], ['vladimir', 'poutine', 'février'], ['circonstance', 'exiger', 'action', 'décisif', 'immédiat'], ['république', 'populaire', 'donbas', 'lancer', 'appel', 'aide', 'russie'], ['égard', 'article', 'paragraphe', 'charte', 'nation', 'uni', 'approbation', 'conseil', 'fédération', 'application', 'traité', 'amitié', 'assistance', 'mutuel', 'rpd', 'rpl', 'ratifier', 'assemblée', 'fédéral', 'décider', 'mener', 'opération', 'militaire', 'spécial'], ['principal', 'objectif', 'opération'], ['garantir', 'droit', 'population', 'russophone'], ['légitimiser', 'choix', 'peuple'], ['démilitariser', 'ukraine', 'neutraliser', 'menace', 'militaire', 'faire', 'kiev', 'rejeter', 'projet', 'adhésion', 'otan'], ['dénazifier', 'ukraine', 'enrayer', 'propagation', 'idéologie', 'néonazi'], ['intégration', 'nouveau', 'territoire', 'fédération', 'russie'], ['septembre', 'référendum', 'organiser', 'rpd', 'rpl', 'région', 'zaporojié', 'kherson', 'question', 'rattachement', 'territoire', 'russie'], ['écrasant', 'majorité', 'habitant', 'prononcer', 'faveur', 'intégration'], ['septembre', 'accord', 'adhésion', 'fédération', 'russie', 'signer', 'région']]"
2025,9,18,1,"[['principal', 'événement', 'monde', 'soir', 'septembre'], ['russie', 'prêt', 'rechercher', 'compromis', 'résoudre', 'crise', 'ukrainien', 'condition', 'intérêt', 'prendre', 'compte', 'ministre', 'russe', 'affaire', 'étranger'], ['trump', 'déclarer', 'prêt', 'imposer', 'nouveau', 'sanction', 'moscou', 'pays', 'européen', 'continuer', 'acheter', 'pétrole', 'russe'], ['personne', 'manifester', 'france', 'pari', 'mesure', 'austérité', 'annoncer', 'gouvernement', 'autorité'], ['force', 'ordre', 'interpeller', 'manifestant', 'pays'], ['rencontre', 'décisif', 'tenir', 'ouagadougou'], ['président', 'conseil', 'législatif', 'mali', 'niger', 'burkina', 'faso', 'réunir', 'poser', 'base', 'futur', 'parlement', 'ae'], ['chasseur', 'israélien', 'mener', 'frappe', 'massif', 'cible', 'militaire', 'présumer', 'hezbollah', 'sud', 'liban', 'portail', 'information', 'janoubia'], ['habitant', 'gazer', 'fuir', 'ville', 'offensive', 'israélien', 'majeur', 'tsahal'], ['réserve', 'change', 'russe', 'augmenter', 'septembre', 'milliard', 'dollar', 'banque', 'russie'], ['nombre', 'haut', 'enregistrer'], ['vaisseau', 'cargo', 'xl', 'northrop', 'grumman', 'amarrer', 'station', 'spatial', 'international'], ['astéroïde', 'long', 'm', 'frôler', 'terre', 'encombre', 'éloigner', 'planète', 'institut', 'recherche', 'spatial', 'académie', 'science', 'russie']]"
2025,9,18,2,"[['lecornu', 'vache', 'lait', 'manifestation', 'mesure', 'budgétaire', 'brutal', 'pari'], ['manifestant', 'porter', 'pancarte', 'essayer', 'entrer', 'cure', 'austérité', 'taxer', 'surprofit', 'justice', 'fiscal', 'vrai', 'transition', 'écologique', 'arrêter', 'cinéma']]"
2025,9,18,3,"[['austérité', 'fort', 'mobilisation', 'cours', 'france', 'premier', 'incident', 'signaler'], ['jeudi', 'septembre', 'organisation', 'syndical', 'appeler', 'faire', 'grève', 'france', 'manifester', 'contester', 'mesure', 'budgétaire', 'qualifier', 'brutal', 'annoncer', 'été'], ['action', 'manifestation', 'lieu', 'matin', 'france'], ['blocage', 'recenser', 'déblocage', 'lieu'], ['personne', 'arrêter', 'pari', 'placer', 'garde', 'vue'], ['autorité', 'attendre', 'voir', 'personne', 'défiler'], ['policier', 'gendarme', 'appuyer', 'drone', 'canon', 'eau', 'mobiliser', 'ministre', 'démissionnaire', 'intérieur', 'bruno', 'retailleau'], ['lycée', 'objet', 'blocage', 'tentative', 'blocage'], ['pharmacie', 'grève', 'jeudi'], ['transport', 'commun', 'perturber', 'pari', 'plupart', 'métro', 'train', 'banlieue', 'circuler', 'heure', 'pointe'], ['matin', 'centaine', 'personne', 'bloquer', 'usine', 'arme', 'eurolinks'], ['connaître', 'fabriquer', 'israël'], ['syndicaliste', 'sud', 'rail', 'envahir', 'ministère', 'économie', 'finance', 'pari', 'bercy'], ['ministre', 'démissionnaire', 'intérieur', 'évoquer', 'tentative', 'déjouer', 'sabotage', 'réseau', 'eau', 'martinique'], ['tension', 'éclater', 'lyon', 'nante'], ['viser', 'projectile', 'force', 'ordre', 'usage', 'gaz', 'lacrymogène'], ['lyon', 'heurt', 'blessé', 'policier'], ['image', 'tirer', 'réseau', 'social']]"
2025,9,18,4,"[['manifestant', 'pénétrer', 'ministère', 'économie', 'pari'], ['colère', 'social', 'souffl', 'france', 'jeudi', 'second', 'fois', 'jour', 'contester', 'mesure', 'budgétaire', 'brutal', 'annoncer', 'été']]"
2025,9,18,5,"[['principal', 'événement', 'monde', 'septembre', 'matin'], ['parlement', 'ae', 'réunir', 'septembre', 'ouagadougou'], ['assassinat', 'dirigeant', 'entreprise', 'défense', 'déjouer'], ['président', 'nigérian', 'annoncer', 'levée', 'état', 'urgence', 'instaurer', 'mois', 'état', 'river', 'centre', 'majeur', 'industrie', 'pétrolier', 'sud', 'pays'], ['important', 'manifestation', 'prévoir', 'france', 'jeudi', 'septembre', 'contester', 'mesure', 'budgétaire', 'annoncer', 'été'], ['vladimir', 'poutine', 'devoir', 'conférence', 'presse', 'décembre', 'connaître', 'nom', 'ligne', 'cours', 'répondre', 'question', 'peuple', 'russe']]"
2025,9,17,1,"[['france', 'pays', 'européen', 'souffrir', 'grave', 'fracture', 'social', 'faire', 'lecornu'], ['épisode', 'afrique', 'marche', 'géopolitologue', 'françois', 'martin', 'analyser', 'contexte', 'enjeu', 'choix', 'emmanuel', 'nommer', 'sébastien', 'lecornu', 'ministre', 'chute', 'gouvernement', 'bayrou', 'ministre', 'armée'], ['président', 'poutine', 'début', 'opération', 'militaire', 'spécial', 'russe', 'ukraine', 'france', 'pays', 'européen', 'souffrir', 'grave', 'fracture', 'social', 'haut', 'pyramide', 'nombre', 'fonctionnaire', 'oligarque', 'mettre', 'plein', 'poche', 'chose', 'peuple', 'souffrir'], ['savoir', 'écouter', 'émission', 'entier'], ['lecteur', 'intégré'], ['site'], ['podcast', 'plateforme', 'préférer']]"
2025,9,16,1,"[['crise', 'politique', 'france', 'ministre', 'apporter', 'stabilité'], ['sébastien', 'lecornu', 'succéder', 'françois', 'bayrou', 'poste', 'ministre', 'france', 'contexte', 'crise', 'politique'], ['zone', 'contact', 'français', 'aymeric', 'chauprade', 'réagir', 'nomination'], ['sol', 'déconnecter', 'français', 'lucide', 'situation', 'évident'], ['continuer', 'nommer', 'sillage', 'issu', 'mouvance', 'prendre', 'compte', 'besoin', 'changement', 'france', 'ajouter'], ['retrouver', 'émission'], ['issoufou', 'boubacar', 'kado', 'magagi', 'analyste', 'nigérien', 'dégradation', 'note', 'france', 'fitch'], ['andré', 'sylvain', 'konan', 'consulter', 'politique', 'analyste', 'fondateur', 'hebdomadaire', 'hebdo', 'raison', 'refus', 'candidature', 'laurent', 'gbagbo', 'tidjane', 'thiam', 'élection', 'présidentiel', 'ivoirien', 'conseil', 'constitutionnel'], ['écouter', 'émission', 'entier'], ['site'], ['lecteur', 'intégré'], []]"
2025,9,16,2,"[['principal', 'événement', 'monde', 'soir', 'septembre'], ['artillerie', 'ukrainien', 'bombarder', 'dépôt', 'combustible', 'centrale', 'nucléaire', 'zaporojié', 'session', 'conférence', 'général', 'aiea', 'dérouler', 'vienne'], ['administration', 'trump', 'approuver', 'premier', 'livraison', 'aide', 'militaire', 'ukraine', 'montant', 'million', 'dollar', 'financer', 'allié', 'européen', 'otan', 'média', 'européen'], ['aviation', 'israélien', 'mener', 'frappe', 'territoire', 'port', 'hodeidah', 'bord', 'mer', 'rouge', 'zone', 'contrôler', 'houthi'], ['attaquer', 'cible', 'gazer', 'semaine', 'préparer', 'terrain', 'offensive', 'terrestre', 'massif', 'service', 'presse', 'armée'], ['élection', 'général', 'dérouler', 'malawi', 'calme'], ['violation', 'ordre', 'public', 'constater', 'scrutin'], ['prix', 'contrat', 'terme', 'livraison', 'décembre', 'atteindre', 'dollar', 'once', 'troy', 'record', 'historique', 'bourse', 'comex'], ['chine', 'entrer', 'fois', 'top', 'indice', 'mondial', 'innovation', 'gii', 'dépasser', 'allemagne', 'france', 'organisation', 'mondial', 'propriété', 'intellectuel']]"
2025,9,16,3,"[['ministre', 'justice', 'ae', 'rappeler', 'intention', 'confédération', 'saisir', 'cij', 'france', 'ukraine', 'apologie', 'terrorisme'], ['délégation', 'mali', 'burkina', 'faso', 'niger', 'réunir', 'septembre', 'niamey', 'discuter', 'réexamen', 'coopération', 'pénal', 'international', 'relater', 'média', 'local'], ['rencontre', 'inscrire', 'intégration', 'régional', 'poussée'], ['rappel', 'épisode', 'précédent'], ['précédent', 'round', 'bamako', 'mai', 'recommander', 'saisir', 'cour', 'international', 'justice', 'france', 'ukraine', 'soutien', 'terrorisme'], ['poursuite', 'engager', 'média', 'france', 'monde', 'accusation'], ['fin', 'juillet', 'cour', 'pénal', 'droit', 'humain', 'sahel', 'naître'], ['russie', 'évoquer', 'mai', 'plateforme', 'juridique', 'commun', 'ae']]"
2025,9,16,4,"[['ministre', 'italien', 'critiquer', 'propos', 'prêt', 'faire', 'guerre', 'russie'], ['problème', 'quitter', 'studio', 'soir', 'char', 'russe', 'sortir', 'couteau', 'commettre', 'vol', 'violent', 'indiquer', 'matteo', 'salvini', 'télévision', 'rete'], ['envoyer', 'jeune', 'italien', 'guerre', 'opinion', 'politique', 'erreur', 'souligner', 'ministre'], ['argent', 'contribuable', 'devoir', 'consacrer', 'lutte', 'criminalité', 'sécurité', 'italie', 'opération', 'militaire', 'étranger']]"
2025,9,16,5,"[['souligner', 'problème', 'france', 'système', 'politique'], ['ministre', 'sébastien', 'lecornu', 'prédécesseur', 'françois', 'bayrou', 'changer', 'situation', 'changer', 'chose', 'président', 'république', 'digne', 'nom', 'constitution', 've', 'république', 'conférer', 'pouvoir', 'nécessaire', 'arriver', 'ndlr', 'censé', 'limiter', 'fracture', 'social', 'donner', 'droit', 'justice', 'peuple', 'empêcher', 'puissant', 'piller', 'pays'], ['emmanuel', 'chef', 'pillard', 'raison', 'change'], ['sébastien', 'lecornu', 'présente', 'françois', 'bayrou', 'retrouver', 'face', 'mur', 'dette', 'argent', 'front', 'social']]"
2025,9,15,1,"[['cemac', 'départir', 'franc', 'cfa', 'estime', 'économiste', 'camerounais'], ['pays', 'cemac', 'besoin', 'france', 'voir', 'trésor', 'français', 'passer', 'action'], ['falloir', 'monnaie', 'indépendant', 'france', 'puissance'], ['monnaie', 'élément', 'cler', 'souveraineté', 'identité', 'peuple', 'déclarer', 'sputnik', 'afrique', 'conférence', 'chef', 'état', 'groupe', 'tenir', 'bangui'], ['sortie', 'cameroun', 'franc', 'cfa', 'créer', 'émulation', 'pays', 'africain'], ['fusion', 'cemac', 'ceeac'], ['convaincant'], ['changer'], ['contraire', 'créer', 'espace', 'impérialiste', 'écouler', 'produit', 'souligner', 'expert'], ['solution'], ['nouveau', 'génération', 'dirigeant', 'panafricaniste', 'image', 'ae']]"
2025,9,13,1,"[['reconner', 'responsabilité', 'conflit', 'ukraine', 'incomber', 'otan', 'révéler', 'professeur', 'jeffrey', 'sachs'], ['guerre', 'faute', 'otan', 'affirmer', 'président', 'français', 'économiste', 'remettre', 'légion', 'honneur'], ['emmanuel', 'confier', 'propos', 'privé'], ['jeffrey', 'révélation', 'visioconférence', 'réunion', 'rome', 'consacrer', 'ukraine', 'indiquer', 'remonter', 'conversation'], ['paix', 'ukraine', 'obtenir', 'europe', 'renoncer', 'russophobie', 'plan', 'belliqueux', 'indiquer'], ['soutenir', 'statut', 'neutre', 'kiev', 'accompagner', 'cession', 'territoire']]"
2025,9,13,2,"[['égypte', 'usa', 'arabie', 'saoudite', 'émirat', 'arabe', 'uni', 'appeler', 'trêve', 'humanitaire', 'mois', 'soudan'], ['exister', 'solution', 'militaire', 'situation', 'actuel', 'provoquer', 'souffrance', 'inacceptable', 'mettre', 'péril', 'paix', 'souligner', 'ministre', 'affaire', 'étranger', 'pays', 'communiqué', 'commun'], ['réclamer', 'permanent', 'trêve', 'transition', 'neuf', 'mois', 'régime', 'civil'], ['déclaration', 'commun', 'rejeter', 'rôle', 'frère', 'musulman', 'groupe', 'apparenté', 'soudan'], ['viser', 'islamiste', 'contrôler', 'pays', 'resurgir', 'guerre', 'soutenir', 'armée'], ['organisation', 'terroriste', 'interdire', 'russie']]"
2025,9,12,1,"[['france', 'sortir', 'ministre', 'réduire', 'budget', 'défense'], ['numéro', 'afrique', 'marche', 'claude', 'janvier', 'journaliste', 'auteur', 'livre', 'démasqué', 'diriger', 'monde'], ['expliquer', 'raison', 'profond', 'chute', 'gouvernement', 'françois', 'bayrou', 'souligner', 'temps', 'france', 'arrêter', 'subventionner', 'ukraine', 'détriment', 'peuple'], ['france', 'dirigeant', 'intelligent', 'inféoder', 'otan', 'arrêter', 'soutenir', 'ukraine'], ['france', 'verser', 'milliard', 'euro', 'kiev'], ['ukraine', 'tête', 'gouvernement', 'corrompu', 'soutenir', 'admettre', 'idéologie', 'travers', 'bataillon', 'azov', 'pravy', 'célébrer', 'héros', 'national', 'bander', 'collaborer', 'troisième', 'reich', 'tuer', 'civil', 'juif'], ['temps', 'france', 'arrêter', 'subventionner', 'pays'], ['savoir', 'écouter', 'émission', 'entier'], ['lecteur', 'intégré'], ['site'], ['podcast', 'plateforme', 'préférer']]"
